person,offer completed,offer received,offer viewed,transaction,transaction amount,reward given,transaction amount under offer,transactions completed under offer,email,mobile,social,web,bogo,discount,informational,difficulty,duration,age,income,offers viewed ratio,offers completed ratio,transactions ratio,F,M,O,cluster
8545.0,2.0,2.0,2.0,10.0,39.18,8.0,19.060000000000002,6.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,6.0,6.0,55.0,64000.0,1.0,1.0,0.6,0.0,0.0,0.0,4
8546.0,5.0,5.0,5.0,11.0,92.41999999999999,40.0,92.42000000000002,11.0,5.0,4.0,3.0,3.0,4.0,1.0,0.0,11.0,7.2,58.0,37000.0,1.0,1.0,1.0,1.0,0.0,0.0,7
8547.0,2.0,4.0,4.0,5.0,45.17,15.0,45.17,5.0,4.0,4.0,3.0,4.0,3.0,1.0,0.0,8.75,6.75,70.0,33000.0,1.0,0.5,1.0,1.0,0.0,0.0,2
8548.0,1.0,6.0,5.0,5.0,22.48,3.0,16.76,4.0,6.0,6.0,5.0,6.0,3.0,2.0,1.0,7.0,6.0,45.0,61000.0,0.8333333333333334,0.16666666666666666,0.8,0.0,1.0,0.0,5
8549.0,2.0,4.0,2.0,13.0,200.22,7.0,168.25000000000003,11.0,4.0,2.0,2.0,3.0,0.0,3.0,1.0,12.5,8.25,53.0,64000.0,0.5,0.5,0.8461538461538461,0.0,1.0,0.0,9
8550.0,3.0,6.0,5.0,3.0,37.730000000000004,15.0,37.730000000000004,3.0,6.0,5.0,4.0,4.0,5.0,1.0,0.0,10.0,6.833333333333333,60.0,69000.0,0.8333333333333334,0.5,1.0,0.0,1.0,0.0,5
8551.0,2.0,6.0,3.0,11.0,89.27,7.0,27.51,4.0,6.0,6.0,2.0,4.0,1.0,1.0,4.0,2.5,4.666666666666667,32.0,31000.0,0.5,0.3333333333333333,0.36363636363636365,1.0,0.0,0.0,10
8552.0,1.0,5.0,3.0,5.0,18.84,5.0,18.84,5.0,5.0,4.0,2.0,5.0,3.0,2.0,0.0,10.0,7.8,66.0,74000.0,0.6,0.2,1.0,0.0,1.0,0.0,5
8553.0,0.0,6.0,5.0,3.0,46.09,0.0,25.03,2.0,6.0,6.0,3.0,4.0,2.0,0.0,4.0,2.5,4.5,77.0,58000.0,0.8333333333333334,0.0,0.6666666666666666,0.0,1.0,0.0,10
8554.0,2.0,5.0,1.0,14.0,44.059999999999995,7.0,33.52,10.0,5.0,4.0,1.0,5.0,2.0,3.0,0.0,10.0,7.2,37.0,36000.0,0.2,0.4,0.7142857142857143,0.0,1.0,0.0,9
8555.0,5.0,6.0,5.0,22.0,787.39,33.0,758.3399999999998,20.0,6.0,5.0,5.0,5.0,3.0,2.0,1.0,8.666666666666666,5.833333333333333,57.0,60000.0,0.8333333333333334,0.8333333333333334,0.9090909090909091,1.0,0.0,0.0,1
8556.0,2.0,5.0,5.0,2.0,45.620000000000005,7.0,45.620000000000005,2.0,5.0,4.0,3.0,4.0,1.0,3.0,1.0,9.4,7.6,48.0,63000.0,1.0,0.4,1.0,1.0,0.0,0.0,5
8557.0,0.0,4.0,1.0,6.0,17.279999999999998,0.0,5.18,3.0,4.0,4.0,1.0,4.0,1.0,2.0,1.0,7.5,5.75,66.0,36000.0,0.25,0.0,0.5,0.0,1.0,0.0,9
8558.0,2.0,6.0,6.0,17.0,45.37,7.0,45.36999999999999,17.0,6.0,6.0,6.0,4.0,5.0,1.0,0.0,8.333333333333334,6.5,55.0,64000.0,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,3
8559.0,0.0,3.0,2.0,6.0,11.16,0.0,2.1,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,6.666666666666667,5.0,55.0,64000.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,4
8560.0,3.0,5.0,3.0,9.0,108.59,9.0,68.21,6.0,5.0,5.0,3.0,4.0,1.0,3.0,1.0,7.0,7.4,26.0,58000.0,0.6,0.6,0.6666666666666666,1.0,0.0,0.0,2
8561.0,0.0,5.0,3.0,5.0,2.8,0.0,0.5700000000000001,2.0,5.0,4.0,4.0,1.0,1.0,1.0,3.0,6.0,5.2,59.0,31000.0,0.6,0.0,0.4,0.0,1.0,0.0,10
8562.0,4.0,4.0,3.0,17.0,138.71,30.0,116.91,15.0,4.0,3.0,2.0,4.0,3.0,1.0,0.0,11.25,6.75,46.0,36000.0,0.75,1.0,0.8823529411764706,1.0,0.0,0.0,2
8563.0,0.0,4.0,4.0,1.0,0.75,0.0,0.0,0.0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,10.0,7.75,55.0,64000.0,1.0,0.0,0.0,0.0,0.0,0.0,6
8564.0,0.0,3.0,2.0,11.0,35.52,0.0,17.62,5.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,13.333333333333334,6.666666666666667,23.0,52000.0,0.6666666666666666,0.0,0.45454545454545453,1.0,0.0,0.0,9
8565.0,2.0,6.0,6.0,8.0,25.77,5.0,25.770000000000003,8.0,6.0,6.0,6.0,4.0,3.0,3.0,0.0,9.0,7.166666666666667,66.0,45000.0,1.0,0.3333333333333333,1.0,0.0,1.0,0.0,5
8566.0,3.0,6.0,6.0,5.0,93.35000000000001,18.0,93.35000000000001,5.0,6.0,6.0,3.0,6.0,3.0,1.0,2.0,5.333333333333333,5.333333333333333,50.0,65000.0,1.0,0.5,1.0,1.0,0.0,0.0,7
8567.0,1.0,5.0,1.0,4.0,12.4,5.0,8.64,2.0,5.0,3.0,2.0,4.0,1.0,3.0,1.0,11.0,7.0,55.0,41000.0,0.2,0.2,0.5,0.0,1.0,0.0,9
8568.0,1.0,5.0,3.0,14.0,40.620000000000005,2.0,39.3,13.0,5.0,3.0,3.0,5.0,2.0,3.0,0.0,13.0,8.0,61.0,34000.0,0.6,0.2,0.9285714285714286,0.0,1.0,0.0,3
8569.0,0.0,4.0,3.0,5.0,7.46,0.0,4.05,3.0,4.0,3.0,3.0,3.0,1.0,3.0,0.0,12.5,9.25,36.0,47000.0,0.75,0.0,0.6,0.0,1.0,0.0,9
8570.0,5.0,5.0,2.0,9.0,151.88,32.0,64.96000000000001,4.0,5.0,5.0,2.0,4.0,4.0,1.0,0.0,8.0,6.6,36.0,59000.0,0.4,1.0,0.4444444444444444,0.0,1.0,0.0,7
8571.0,1.0,6.0,6.0,11.0,29.879999999999995,2.0,20.98,9.0,6.0,5.0,4.0,6.0,3.0,3.0,0.0,10.333333333333334,7.333333333333333,55.0,64000.0,1.0,0.16666666666666666,0.8181818181818182,0.0,0.0,0.0,5
8572.0,2.0,6.0,4.0,8.0,28.86,8.0,26.37,7.0,6.0,6.0,3.0,5.0,4.0,2.0,0.0,7.833333333333333,6.666666666666667,55.0,64000.0,0.6666666666666666,0.3333333333333333,0.875,0.0,0.0,0.0,5
8573.0,5.0,6.0,5.0,16.0,207.64999999999995,42.0,156.44999999999996,13.0,6.0,6.0,5.0,4.0,4.0,1.0,1.0,8.333333333333334,5.333333333333333,20.0,45000.0,0.8333333333333334,0.8333333333333334,0.8125,1.0,0.0,0.0,7
8574.0,2.0,2.0,0.0,7.0,91.15,8.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,6.0,7.0,42.0,56000.0,0.0,1.0,0.0,1.0,0.0,0.0,4
8575.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,8.75,7.5,53.0,91000.0,1.0,0.0,-1.0,0.0,1.0,0.0,6
8576.0,0.0,5.0,2.0,7.0,7.3500000000000005,0.0,2.64,3.0,5.0,4.0,2.0,4.0,1.0,3.0,1.0,10.0,7.6,55.0,64000.0,0.4,0.0,0.42857142857142855,0.0,0.0,0.0,9
8577.0,0.0,5.0,5.0,7.0,13.95,0.0,11.39,6.0,5.0,5.0,4.0,4.0,2.0,2.0,1.0,7.0,7.2,60.0,32000.0,1.0,0.0,0.8571428571428571,1.0,0.0,0.0,5
8578.0,5.0,6.0,5.0,11.0,296.10999999999996,35.0,266.96,10.0,6.0,6.0,5.0,4.0,5.0,0.0,1.0,5.833333333333333,5.333333333333333,55.0,99000.0,0.8333333333333334,0.8333333333333334,0.9090909090909091,1.0,0.0,0.0,7
8579.0,3.0,4.0,2.0,6.0,69.05,15.0,0.0,0.0,4.0,3.0,1.0,4.0,2.0,1.0,1.0,7.5,6.5,61.0,44000.0,0.5,0.75,0.0,0.0,1.0,0.0,9
8580.0,2.0,2.0,2.0,7.0,198.57000000000002,10.0,132.88,5.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,5.0,6.0,83.0,114000.0,1.0,1.0,0.7142857142857143,1.0,0.0,0.0,4
8581.0,4.0,6.0,6.0,14.0,220.47999999999996,23.0,220.47999999999996,14.0,6.0,5.0,5.0,4.0,2.0,2.0,2.0,7.0,5.5,62.0,64000.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.0,7
8582.0,1.0,6.0,4.0,2.0,43.480000000000004,10.0,22.51,1.0,6.0,5.0,2.0,4.0,2.0,2.0,2.0,7.5,6.333333333333333,92.0,76000.0,0.6666666666666666,0.16666666666666666,0.5,1.0,0.0,0.0,10
8583.0,3.0,5.0,5.0,14.0,185.95000000000002,15.0,185.95000000000002,14.0,5.0,5.0,4.0,4.0,1.0,2.0,2.0,5.4,5.8,88.0,54000.0,1.0,0.6,1.0,1.0,0.0,0.0,7
8584.0,0.0,6.0,6.0,7.0,23.989999999999995,0.0,23.989999999999995,7.0,6.0,6.0,6.0,4.0,3.0,2.0,1.0,7.833333333333333,6.166666666666667,27.0,70000.0,1.0,0.0,1.0,0.0,1.0,0.0,5
8585.0,1.0,4.0,4.0,2.0,47.269999999999996,3.0,14.98,1.0,4.0,4.0,2.0,4.0,2.0,1.0,1.0,4.25,5.75,49.0,95000.0,1.0,0.25,0.5,1.0,0.0,0.0,10
8586.0,3.0,4.0,2.0,7.0,60.05,12.0,24.43,3.0,4.0,2.0,1.0,3.0,0.0,3.0,1.0,12.5,7.5,31.0,34000.0,0.5,0.75,0.42857142857142855,0.0,1.0,0.0,9
8587.0,1.0,4.0,0.0,3.0,38.25,3.0,0.0,0.0,4.0,4.0,1.0,4.0,1.0,1.0,2.0,3.0,5.5,52.0,50000.0,0.0,0.25,0.0,1.0,0.0,0.0,9
8588.0,0.0,4.0,4.0,4.0,103.13,0.0,81.00999999999999,3.0,4.0,4.0,4.0,2.0,3.0,0.0,1.0,6.25,5.0,63.0,95000.0,1.0,0.0,0.75,0.0,1.0,0.0,10
8589.0,4.0,5.0,3.0,11.0,48.71,14.0,48.31,10.0,5.0,4.0,2.0,5.0,1.0,4.0,0.0,11.0,8.8,55.0,64000.0,0.6,0.8,0.9090909090909091,0.0,0.0,0.0,2
8590.0,2.0,4.0,4.0,12.0,32.879999999999995,5.0,26.53,10.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,9.25,6.75,55.0,64000.0,1.0,0.5,0.8333333333333334,0.0,0.0,0.0,3
8591.0,2.0,6.0,5.0,18.0,57.03,4.0,55.370000000000005,17.0,6.0,6.0,6.0,3.0,4.0,2.0,0.0,10.0,7.666666666666667,54.0,53000.0,0.8333333333333334,0.3333333333333333,0.9444444444444444,1.0,0.0,0.0,3
8592.0,2.0,5.0,4.0,16.0,54.39999999999999,5.0,49.86999999999999,15.0,5.0,5.0,4.0,2.0,1.0,2.0,2.0,5.4,5.4,70.0,45000.0,0.8,0.4,0.9375,0.0,1.0,0.0,3
8593.0,1.0,4.0,2.0,2.0,54.1,5.0,54.1,2.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,6.25,6.0,69.0,118000.0,0.5,0.25,1.0,1.0,0.0,0.0,10
8594.0,1.0,3.0,1.0,5.0,16.360000000000003,2.0,13.260000000000002,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,5.0,7.0,19.0,39000.0,0.3333333333333333,0.3333333333333333,0.6,0.0,1.0,0.0,9
8595.0,1.0,3.0,2.0,14.0,219.65000000000003,10.0,103.92000000000002,7.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,10.0,7.0,38.0,69000.0,0.6666666666666666,0.3333333333333333,0.5,0.0,1.0,0.0,4
8596.0,1.0,3.0,1.0,7.0,187.02999999999997,5.0,91.08000000000001,3.0,3.0,3.0,1.0,2.0,2.0,0.0,1.0,3.3333333333333335,5.666666666666667,77.0,118000.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,1.0,0.0,0.0,4
8597.0,4.0,5.0,4.0,10.0,99.8,25.0,75.3,7.0,5.0,5.0,3.0,4.0,2.0,2.0,1.0,7.4,6.0,28.0,32000.0,0.8,0.8,0.7,1.0,0.0,0.0,7
8598.0,0.0,2.0,1.0,5.0,11.56,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,7.5,6.0,55.0,64000.0,0.5,0.0,0.0,0.0,0.0,0.0,4
8599.0,1.0,5.0,3.0,22.0,68.13999999999999,3.0,58.59,18.0,5.0,4.0,3.0,4.0,3.0,2.0,0.0,10.4,7.2,34.0,59000.0,0.6,0.2,0.8181818181818182,0.0,1.0,0.0,3
8600.0,2.0,3.0,1.0,6.0,178.95000000000002,4.0,31.4,1.0,3.0,3.0,0.0,3.0,0.0,2.0,1.0,6.666666666666667,6.0,50.0,95000.0,0.3333333333333333,0.6666666666666666,0.16666666666666666,1.0,0.0,0.0,4
8601.0,3.0,5.0,5.0,28.0,80.61,10.0,74.53999999999999,26.0,5.0,5.0,3.0,4.0,2.0,2.0,1.0,5.4,5.8,41.0,55000.0,1.0,0.6,0.9285714285714286,1.0,0.0,0.0,3
8602.0,1.0,4.0,2.0,15.0,41.959999999999994,3.0,22.73,7.0,4.0,4.0,2.0,3.0,2.0,1.0,1.0,4.25,6.0,31.0,42000.0,0.5,0.25,0.4666666666666667,0.0,1.0,0.0,10
8603.0,3.0,3.0,3.0,7.0,153.67000000000002,20.0,125.74999999999999,6.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,11.666666666666666,8.0,80.0,75000.0,1.0,1.0,0.8571428571428571,0.0,1.0,0.0,2
8604.0,0.0,4.0,4.0,14.0,23.67,0.0,23.67,14.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,7.5,6.25,55.0,64000.0,1.0,0.0,1.0,0.0,0.0,0.0,10
8605.0,0.0,4.0,1.0,1.0,4.11,0.0,4.11,1.0,4.0,3.0,1.0,3.0,2.0,2.0,0.0,11.25,7.75,53.0,56000.0,0.25,0.0,1.0,0.0,1.0,0.0,9
8606.0,2.0,2.0,2.0,7.0,20.98,10.0,17.33,4.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,5.0,6.0,55.0,64000.0,1.0,1.0,0.5714285714285714,0.0,0.0,0.0,4
8607.0,3.0,3.0,1.0,8.0,360.84000000000003,12.0,75.42999999999999,6.0,3.0,1.0,0.0,3.0,0.0,3.0,0.0,16.666666666666668,9.0,65.0,35000.0,0.3333333333333333,1.0,0.75,0.0,1.0,0.0,9
8608.0,3.0,5.0,2.0,10.0,80.92000000000002,12.0,49.92,7.0,5.0,4.0,1.0,5.0,2.0,2.0,1.0,8.0,6.6,66.0,31000.0,0.4,0.6,0.7,0.0,1.0,0.0,9
8609.0,3.0,4.0,4.0,14.0,282.8,23.0,177.81,8.0,4.0,4.0,4.0,2.0,3.0,1.0,0.0,9.25,6.5,76.0,69000.0,1.0,0.75,0.5714285714285714,0.0,1.0,0.0,2
8610.0,2.0,6.0,5.0,1.0,13.99,10.0,13.99,1.0,6.0,6.0,4.0,4.0,2.0,2.0,2.0,4.5,6.166666666666667,55.0,64000.0,0.8333333333333334,0.3333333333333333,1.0,0.0,0.0,0.0,5
8611.0,0.0,5.0,3.0,3.0,8.71,0.0,8.71,3.0,5.0,5.0,3.0,3.0,3.0,0.0,2.0,5.0,5.2,84.0,69000.0,0.6,0.0,1.0,1.0,0.0,0.0,10
8612.0,1.0,3.0,3.0,6.0,122.13000000000001,2.0,122.13000000000001,6.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,6.666666666666667,6.333333333333333,41.0,88000.0,1.0,0.3333333333333333,1.0,0.0,1.0,0.0,4
8613.0,0.0,6.0,5.0,2.0,0.6000000000000001,0.0,0.54,1.0,6.0,5.0,2.0,5.0,2.0,2.0,2.0,7.5,6.0,55.0,64000.0,0.8333333333333334,0.0,0.5,0.0,0.0,0.0,5
8614.0,0.0,4.0,2.0,7.0,21.029999999999998,0.0,17.08,6.0,4.0,4.0,2.0,3.0,2.0,1.0,1.0,5.0,5.5,44.0,37000.0,0.5,0.0,0.8571428571428571,0.0,1.0,0.0,10
8615.0,6.0,6.0,6.0,12.0,263.53999999999996,40.0,263.54,12.0,6.0,5.0,3.0,5.0,5.0,1.0,0.0,9.166666666666666,6.833333333333333,49.0,91000.0,1.0,1.0,1.0,1.0,0.0,0.0,7
8616.0,3.0,4.0,2.0,4.0,109.95,18.0,83.65,3.0,4.0,2.0,2.0,3.0,1.0,3.0,0.0,14.25,8.5,69.0,109000.0,0.5,0.75,0.75,1.0,0.0,0.0,2
8617.0,2.0,3.0,3.0,21.0,46.53,5.0,33.52,15.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,5.666666666666667,6.666666666666667,69.0,57000.0,1.0,0.6666666666666666,0.7142857142857143,0.0,1.0,0.0,3
8618.0,4.0,5.0,5.0,13.0,114.4,16.0,114.4,13.0,5.0,5.0,4.0,3.0,1.0,3.0,1.0,8.0,7.4,47.0,42000.0,1.0,0.8,1.0,1.0,0.0,0.0,7
8619.0,2.0,5.0,5.0,3.0,50.65,7.0,50.65,3.0,5.0,5.0,3.0,5.0,3.0,1.0,1.0,6.0,6.2,62.0,91000.0,1.0,0.4,1.0,0.0,1.0,0.0,5
8620.0,1.0,4.0,1.0,12.0,22.379999999999995,5.0,14.129999999999999,6.0,4.0,3.0,0.0,4.0,2.0,1.0,1.0,7.5,7.0,21.0,50000.0,0.25,0.25,0.5,1.0,0.0,0.0,9
8621.0,3.0,4.0,3.0,18.0,317.03000000000003,25.0,277.80999999999995,16.0,4.0,4.0,3.0,2.0,3.0,0.0,1.0,6.25,5.75,79.0,67000.0,0.75,0.75,0.8888888888888888,0.0,1.0,0.0,3
8622.0,4.0,5.0,1.0,13.0,190.73,12.0,117.59,8.0,5.0,5.0,1.0,5.0,1.0,3.0,1.0,6.4,6.4,21.0,59000.0,0.2,0.8,0.6153846153846154,1.0,0.0,0.0,2
8623.0,4.0,5.0,4.0,8.0,156.26,22.0,138.19,7.0,5.0,5.0,5.0,4.0,3.0,1.0,1.0,6.0,5.6,62.0,73000.0,0.8,0.8,0.875,0.0,1.0,0.0,7
8624.0,2.0,6.0,1.0,3.0,19.32,8.0,11.22,1.0,6.0,5.0,1.0,6.0,1.0,3.0,2.0,7.0,6.5,63.0,50000.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,9
8625.0,1.0,5.0,5.0,1.0,21.61,2.0,21.61,1.0,5.0,4.0,3.0,5.0,3.0,2.0,0.0,10.0,7.4,73.0,72000.0,1.0,0.2,1.0,0.0,1.0,0.0,5
8626.0,0.0,5.0,5.0,2.0,10.48,0.0,8.1,1.0,5.0,4.0,2.0,5.0,1.0,3.0,1.0,10.0,7.2,55.0,64000.0,1.0,0.0,0.5,0.0,0.0,0.0,5
8627.0,2.0,4.0,3.0,17.0,304.61,4.0,243.76,13.0,4.0,4.0,2.0,3.0,0.0,2.0,2.0,5.0,6.0,58.0,61000.0,0.75,0.5,0.7647058823529411,1.0,0.0,0.0,2
8628.0,1.0,3.0,3.0,5.0,15.84,2.0,10.55,3.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,5.666666666666667,6.666666666666667,65.0,74000.0,1.0,0.3333333333333333,0.6,0.0,1.0,0.0,4
8629.0,4.0,5.0,3.0,10.0,195.85000000000002,14.0,179.35000000000002,9.0,5.0,5.0,3.0,4.0,2.0,2.0,1.0,6.0,7.4,65.0,81000.0,0.6,0.8,0.9,1.0,0.0,0.0,7
8630.0,0.0,5.0,2.0,4.0,9.6,0.0,9.6,4.0,5.0,4.0,2.0,3.0,3.0,2.0,0.0,11.0,7.6,42.0,43000.0,0.4,0.0,1.0,0.0,1.0,0.0,9
8631.0,2.0,5.0,3.0,5.0,107.63,13.0,91.1,4.0,5.0,4.0,4.0,3.0,1.0,2.0,2.0,7.4,5.6,62.0,81000.0,0.6,0.4,0.8,0.0,1.0,0.0,10
8632.0,4.0,4.0,4.0,10.0,150.51000000000002,17.0,150.51,10.0,4.0,2.0,1.0,4.0,1.0,3.0,0.0,13.75,9.25,40.0,54000.0,1.0,1.0,1.0,0.0,1.0,0.0,2
8633.0,2.0,5.0,5.0,9.0,178.55,15.0,131.38,6.0,5.0,5.0,2.0,4.0,2.0,0.0,3.0,3.0,4.6,43.0,74000.0,1.0,0.4,0.6666666666666666,1.0,0.0,0.0,10
8634.0,3.0,5.0,2.0,10.0,111.51,14.0,47.47,4.0,5.0,5.0,2.0,3.0,1.0,2.0,2.0,6.0,5.6,90.0,51000.0,0.4,0.6,0.4,1.0,0.0,0.0,10
8635.0,3.0,4.0,4.0,16.0,206.07999999999998,17.0,186.17999999999998,15.0,4.0,4.0,2.0,4.0,2.0,1.0,1.0,6.25,6.5,44.0,51000.0,1.0,0.75,0.9375,1.0,0.0,0.0,3
8636.0,1.0,5.0,3.0,2.0,47.29,3.0,25.72,1.0,5.0,5.0,3.0,4.0,2.0,1.0,2.0,5.4,5.4,51.0,111000.0,0.6,0.2,0.5,0.0,1.0,0.0,10
8637.0,1.0,3.0,2.0,9.0,92.97,2.0,47.72,5.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,6.666666666666667,5.0,25.0,45000.0,0.6666666666666666,0.3333333333333333,0.5555555555555556,0.0,1.0,0.0,4
8638.0,2.0,5.0,2.0,17.0,51.64999999999999,8.0,44.879999999999995,13.0,5.0,2.0,1.0,5.0,0.0,4.0,1.0,13.4,8.2,39.0,50000.0,0.4,0.4,0.7647058823529411,0.0,1.0,0.0,9
8639.0,0.0,4.0,3.0,4.0,11.08,0.0,9.54,3.0,4.0,3.0,3.0,3.0,0.0,3.0,1.0,8.5,6.75,54.0,59000.0,0.75,0.0,0.75,0.0,1.0,0.0,9
8640.0,1.0,4.0,2.0,8.0,37.43000000000001,10.0,28.01,6.0,4.0,4.0,2.0,2.0,3.0,0.0,1.0,6.25,6.25,91.0,62000.0,0.5,0.25,0.75,0.0,1.0,0.0,10
8641.0,0.0,4.0,3.0,3.0,71.84,0.0,14.44,1.0,4.0,4.0,1.0,3.0,2.0,0.0,2.0,2.5,5.25,85.0,71000.0,0.75,0.0,0.3333333333333333,1.0,0.0,0.0,10
8642.0,0.0,4.0,2.0,7.0,3.4,0.0,1.5,3.0,4.0,4.0,2.0,3.0,2.0,1.0,1.0,6.25,5.5,55.0,64000.0,0.5,0.0,0.42857142857142855,0.0,0.0,0.0,10
8643.0,2.0,6.0,4.0,13.0,18.27,8.0,13.029999999999998,12.0,6.0,5.0,3.0,5.0,4.0,2.0,0.0,9.5,7.166666666666667,55.0,64000.0,0.6666666666666666,0.3333333333333333,0.9230769230769231,0.0,0.0,0.0,5
8644.0,2.0,5.0,4.0,3.0,47.68,5.0,17.43,1.0,5.0,5.0,3.0,4.0,1.0,3.0,1.0,6.4,6.8,48.0,57000.0,0.8,0.4,0.3333333333333333,0.0,1.0,0.0,5
8645.0,0.0,3.0,3.0,9.0,12.23,0.0,10.53,7.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,10.0,7.0,55.0,64000.0,1.0,0.0,0.7777777777777778,0.0,0.0,0.0,4
8646.0,1.0,2.0,2.0,2.0,47.620000000000005,5.0,47.620000000000005,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,10.0,6.5,54.0,77000.0,1.0,0.5,1.0,0.0,1.0,0.0,4
8647.0,0.0,3.0,3.0,4.0,10.700000000000001,0.0,4.7,2.0,3.0,2.0,1.0,3.0,2.0,1.0,0.0,11.666666666666666,7.333333333333333,31.0,45000.0,1.0,0.0,0.5,0.0,1.0,0.0,9
8648.0,4.0,6.0,4.0,19.0,70.05,12.0,70.05,19.0,6.0,6.0,3.0,6.0,3.0,3.0,0.0,7.0,7.166666666666667,85.0,60000.0,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,0.0,3
8649.0,0.0,5.0,4.0,4.0,13.930000000000001,0.0,9.260000000000002,3.0,5.0,4.0,3.0,3.0,0.0,2.0,3.0,5.4,5.4,55.0,64000.0,0.8,0.0,0.75,0.0,0.0,0.0,10
8650.0,2.0,5.0,5.0,14.0,21.26,10.0,21.259999999999998,14.0,5.0,5.0,4.0,4.0,4.0,0.0,1.0,5.0,5.0,55.0,64000.0,1.0,0.4,1.0,0.0,0.0,0.0,3
8651.0,4.0,5.0,3.0,7.0,162.91,28.0,162.91,7.0,5.0,3.0,3.0,4.0,2.0,3.0,0.0,13.4,7.8,84.0,118000.0,0.6,0.8,1.0,1.0,0.0,0.0,2
8652.0,2.0,3.0,3.0,11.0,155.79000000000002,5.0,101.33,8.0,3.0,3.0,2.0,2.0,0.0,2.0,1.0,5.666666666666667,5.666666666666667,43.0,53000.0,1.0,0.6666666666666666,0.7272727272727273,0.0,1.0,0.0,4
8653.0,0.0,4.0,4.0,18.0,51.99,0.0,50.19,16.0,4.0,4.0,4.0,3.0,3.0,1.0,0.0,9.25,6.0,59.0,36000.0,1.0,0.0,0.8888888888888888,0.0,1.0,0.0,3
8654.0,3.0,3.0,2.0,7.0,57.46,20.0,8.27,2.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,11.666666666666666,6.666666666666667,36.0,34000.0,0.6666666666666666,1.0,0.2857142857142857,1.0,0.0,0.0,2
8655.0,4.0,5.0,3.0,18.0,190.9,18.0,145.15,13.0,5.0,3.0,2.0,5.0,1.0,3.0,1.0,10.4,7.2,64.0,42000.0,0.6,0.8,0.7222222222222222,0.0,1.0,0.0,3
8656.0,4.0,5.0,3.0,9.0,78.41,8.0,46.41,6.0,5.0,5.0,3.0,4.0,0.0,4.0,1.0,8.0,7.4,70.0,35000.0,0.6,0.8,0.6666666666666666,0.0,1.0,0.0,3
8657.0,1.0,4.0,3.0,3.0,51.09,2.0,51.09,3.0,4.0,4.0,2.0,4.0,1.0,1.0,2.0,3.75,5.75,48.0,56000.0,0.75,0.25,1.0,0.0,1.0,0.0,10
8658.0,2.0,5.0,3.0,3.0,56.63,20.0,36.57,2.0,5.0,5.0,3.0,5.0,2.0,2.0,1.0,8.0,6.2,52.0,85000.0,0.6,0.4,0.6666666666666666,0.0,1.0,0.0,5
8659.0,4.0,5.0,5.0,11.0,140.54999999999998,17.0,134.01999999999998,10.0,5.0,4.0,2.0,4.0,2.0,2.0,1.0,8.0,7.4,50.0,52000.0,1.0,0.8,0.9090909090909091,0.0,1.0,0.0,3
8660.0,1.0,4.0,3.0,15.0,49.599999999999994,5.0,36.33,12.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,10.0,6.25,90.0,55000.0,0.75,0.25,0.8,0.0,1.0,0.0,3
8661.0,2.0,4.0,3.0,7.0,127.48,15.0,92.82,5.0,4.0,3.0,1.0,3.0,2.0,1.0,1.0,8.75,7.0,53.0,72000.0,0.75,0.5,0.7142857142857143,1.0,0.0,0.0,2
8662.0,4.0,6.0,3.0,10.0,141.35000000000002,23.0,62.4,5.0,6.0,4.0,3.0,6.0,2.0,3.0,1.0,10.333333333333334,6.833333333333333,56.0,57000.0,0.5,0.6666666666666666,0.5,1.0,0.0,0.0,7
8663.0,0.0,4.0,4.0,5.0,17.08,0.0,4.29,2.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,8.75,5.75,60.0,68000.0,1.0,0.0,0.4,0.0,1.0,0.0,10
